0,1,2,3,4,5,6,7,8
2,17,19,5,4,10,18,39,-21
3,15,19,4,3,12,20,38,-18
0,43,17,14,1,2,42,17,25
0,40,17,12,4,1,46,13,33
0,32,17,10,2,5,34,18,16
0,31,17,9,4,4,33,23,10
0,29,17,9,2,6,21,19,2
1,28,17,9,1,7,34,30,4
1,27,17,8,3,6,28,27,1
1,25,17,7,4,6,23,21,2
1,24,17,6,6,5,29,22,7
2,24,17,6,6,5,19,18,1
1,21,17,6,3,8,28,27,1
2,20,17,5,5,7,22,27,-5
2,19,17,6,1,10,19,28,-9
2,17,17,4,5,8,20,24,-4
3,13,17,2,7,8,23,31,-8
2,13,17,3,4,10,13,35,-22
3,13,17,3,4,10,19,47,-28
3,7,17,1,4,12,9,35,-26
0,42,17,13,3,1,44,12,32
0,42,17,13,3,1,42,10,32
0,37,17,11,4,2,41,17,24
0,31,17,9,4,4,42,23,19
2,28,17,8,4,5,23,19,4
0,28,17,8,4,5,30,28,2
1,27,17,8,3,6,28,23,5
1,26,17,7,5,5,32,26,6
2,26,17,7,5,5,27,33,-6
1,22,17,6,4,7,22,25,-3
1,21,17,5,6,6,21,23,-2
2,19,17,5,4,8,24,33,-9
1,18,17,5,3,9,19,25,-6
2,17,17,4,5,8,20,24,-4
2,15,17,4,3,10,21,28,-7
3,9,17,2,3,12,10,43,-33
3,8,17,1,5,11,17,43,-26
3,8,17,2,2,13,17,45,-28
0,41,17,13,2,2,36,11,25
0,38,17,12,2,3,43,18,25
0,38,17,12,2,3,44,17,27
0,30,17,9,3,5,28,16,12
2,27,17,8,3,6,33,32,1
1,27,17,8,3,6,17,18,-1
1,26,17,7,5,5,34,28,6
2,26,17,8,2,7,29,25,4
1,26,17,7,5,5,21,18,3
0,26,17,8,2,7,21,21,0
1,22,17,7,1,9,26,32,-6
1,20,17,6,2,9,21,21,0
2,19,17,5,4,8,18,33,-15
3,19,17,5,4,8,20,29,-9
2,18,17,5,3,9,19,29,-10
2,16,17,4,4,9,16,25,-9
3,9,17,2,3,12,16,35,-19
3,4,17,0,4,13,9,43,-34
0,36,17,11,3,3,39,14,25
0,36,17,11,3,3,35,14,21
0,32,17,9,5,3,44,25,19
1,30,17,9,3,5,25,27,-2
1,29,17,8,5,4,33,26,7
0,29,17,7,8,2,26,14,12
1,29,17,9,2,6,41,24,17
0,28,17,8,4,5,23,23,0
1,27,17,8,3,6,37,29,8
2,26,17,7,5,5,32,21,11
2,24,17,7,3,7,21,22,-1
3,22,17,6,4,7,22,26,-4
3,16,17,4,4,9,21,36,-15
1,13,17,3,4,10,15,28,-13
2,13,17,3,4,10,13,40,-27
3,12,17,3,3,11,19,46,-27
2,12,17,2,6,9,21,40,-19
2,9,17,2,3,12,15,27,-12
0,41,17,13,2,2,37,11,26
0,38,17,12,2,3,41,17,24
0,34,17,10,4,3,33,16,17
0,30,17,9,3,5,30,17,13
1,29,17,9,2,6,26,25,1
0,29,17,8,5,4,36,37,-1
1,26,17,8,2,7,36,24,12
2,26,17,7,5,5,25,18,7
1,25,17,7,4,6,23,21,2
2,24,17,7,3,7,24,26,-2
2,20,17,5,5,7,17,26,-9
1,19,17,5,4,8,30,26,4
2,18,17,5,3,9,30,41,-11
1,15,17,3,6,8,15,30,-15
2,15,17,4,3,10,19,26,-7
3,14,17,3,5,9,21,34,-13
3,13,17,3,4,10,12,34,-22
3,11,17,3,2,12,19,45,-26
0,47,17,15,2,0,38,15,23
0,45,17,14,3,0,43,13,30
0,38,17,12,2,3,53,15,38
0,34,17,10,4,3,28,15,13
1,30,17,8,6,3,23,16,7
1,29,17,9,2,6,25,24,1
0,25,17,8,1,8,29,21,8
1,22,17,6,4,7,24,28,-4
2,20,17,4,8,5,25,25,0
2,18,17,5,3,9,20,30,-10
3,18,17,5,3,9,18,31,-13
1,17,17,4,5,8,20,28,-8
1,17,17,4,5,8,23,33,-10
2,17,17,5,2,10,17,30,-13
2,14,17,3,5,9,18,32,-14
3,14,17,4,2,11,20,33,-13
2,13,17,2,7,8,19,31,-12
3,9,17,3,0,14,12,35,-23
0,37,17,11,4,2,50,18,32
0,37,17,11,4,2,33,15,18
0,33,17,10,3,4,33,22,11
0,32,17,9,5,3,36,17,19
0,32,17,9,5,3,25,16,9
1,31,17,8,7,2,30,20,10
1,26,17,8,2,7,29,23,6
1,25,17,7,4,6,28,28,0
2,25,17,8,2,7,25,26,-1
2,24,17,6,6,5,30,24,6
2,20,17,5,5,7,28,32,-4
2,20,17,5,5,7,21,33,-12
1,18,17,5,3,9,28,32,-4
1,17,17,4,5,8,22,33,-11
2,17,17,4,5,8,20,31,-11
3,15,17,4,3,10,20,33,-13
3,9,17,3,0,14,15,38,-23
3,4,17,0,4,13,14,46,-32
0,38,17,12,2,3,36,15,21
0,37,17,11,4,2,48,19,29
1,33,17,9,6,2,43,18,25
0,33,17,9,6,2,46,23,23
0,31,17,9,4,4,34,22,12
1,29,17,8,5,4,23,16,7
0,28,17,7,7,3,39,28,11
2,26,17,7,5,5,29,28,1
1,24,17,8,0,9,29,38,-9
2,21,17,6,3,8,24,28,-4
2,21,17,6,3,8,22,31,-9
2,20,17,5,5,7,27,25,2
1,18,17,5,3,9,17,28,-11
2,17,17,4,5,8,28,35,-7
1,17,17,5,2,10,17,27,-10
3,12,17,3,3,11,16,39,-23
3,10,17,2,4,11,16,42,-26
3,8,17,1,5,11,9,41,-32
0,37,17,12,1,4,54,17,37
1,37,17,11,4,2,32,14,18
0,36,17,10,6,1,42,20,22
0,35,17,10,5,2,33,16,17
0,34,17,10,4,3,35,22,13
0,29,17,8,5,4,24,19,5
2,24,17,6,6,5,24,28,-4
2,21,17,5,6,6,24,22,2
1,20,17,4,8,5,28,29,-1
1,20,17,5,5,7,17,26,-9
2,19,17,4,7,6,34,34,0
1,18,17,4,6,7,23,29,-6
1,15,17,3,6,8,25,37,-12
3,15,17,3,6,8,20,34,-14
2,14,17,3,5,9,16,28,-12
2,14,17,3,5,9,14,31,-17
3,12,17,2,6,9,18,35,-17
3,11,17,2,5,10,16,38,-22
1,36,17,11,3,3,40,22,18
0,34,17,10,4,3,39,16,23
0,33,17,9,6,2,40,17,23
0,30,17,9,3,5,33,24,9
0,26,17,7,5,5,37,31,6
1,24,17,6,6,5,31,30,1
1,24,17,7,3,7,28,28,0
1,24,17,7,3,7,25,32,-7
0,23,17,6,5,6,33,25,8
2,22,17,5,7,5,25,21,4
2,21,17,6,3,8,23,29,-6
2,20,17,5,5,7,27,40,-13
2,19,17,5,4,8,28,32,-4
3,18,17,4,6,7,29,39,-10
3,17,17,4,5,8,24,33,-9
1,17,17,5,2,10,21,38,-17
2,16,17,4,4,9,16,25,-9
3,15,17,3,6,8,27,44,-17
0,43,17,14,1,2,48,14,34
0,39,17,12,3,2,43,17,26
0,31,17,9,4,4,30,15,15
1,29,17,9,2,6,31,21,10
1,28,17,7,7,3,31,21,10
0,28,17,8,4,5,26,25,1
2,26,17,7,5,5,27,25,2
1,24,17,6,6,5,19,24,-5
2,23,17,7,2,8,30,33,-3
0,22,17,5,7,5,35,27,8
1,22,17,5,7,5,21,21,0
1,20,17,6,2,9,25,29,-4
2,17,17,3,8,6,23,36,-13
2,16,17,3,7,7,22,29,-7
2,16,17,5,1,11,27,36,-9
3,16,17,4,4,9,22,36,-14
3,13,17,3,4,10,16,37,-21
3,7,17,1,4,12,12,42,-30
0,41,17,13,2,2,45,11,34
0,38,17,11,5,1,42,19,23
0,36,17,11,3,3,37,18,19
1,30,17,9,3,5,27,21,6
1,28,17,8,4,5,35,17,18
1,27,17,8,3,6,23,19,4
0,26,17,7,5,5,28,25,3
1,26,17,7,5,5,21,22,-1
1,25,17,7,4,6,28,25,3
2,20,17,4,8,5,25,26,-1
2,20,17,5,5,7,25,32,-7
0,19,17,5,4,8,23,28,-5
3,18,17,4,6,7,24,25,-1
2,17,17,4,5,8,20,31,-11
2,16,17,3,7,7,14,30,-16
3,13,17,2,7,8,22,43,-21
2,13,17,3,4,10,18,41,-23
3,5,17,1,2,14,15,39,-24
0,42,17,13,3,1,47,12,35
0,37,17,11,4,2,35,13,22
0,34,17,9,7,1,25,8,17
1,29,17,8,5,4,32,20,12
1,28,17,7,7,3,29,23,6
0,25,17,6,7,4,26,22,4
1,24,17,6,6,5,26,23,3
0,23,17,6,5,6,24,22,2
1,21,17,5,6,6,21,25,-4
1,20,17,5,5,7,23,25,-2
2,19,17,4,7,6,12,19,-7
3,19,17,4,7,6,18,28,-10
2,17,17,4,5,8,22,29,-7
2,17,17,5,2,10,16,29,-13
2,16,17,4,4,9,23,32,-9
2,14,17,3,5,9,13,34,-21
3,13,17,1,10,6,8,21,-13
3,12,17,3,3,11,14,29,-15
0,44,19,13,5,1,34,11,23
0,42,19,12,6,1,35,12,23
0,34,19,10,4,5,28,18,10
0,31,19,6,13,0,38,26,12
1,28,19,7,7,5,19,13,6
0,28,19,8,4,7,19,15,4
1,27,19,7,6,6,35,29,6
2,26,19,7,5,7,27,32,-5
1,24,19,6,6,7,23,29,-6
2,24,19,6,6,7,16,20,-4
1,23,19,6,5,8,26,29,-3
3,23,19,5,8,6,19,22,-3
1,23,19,6,5,8,23,27,-4
2,22,19,5,7,7,35,38,-3
3,21,19,5,6,8,19,20,-1
2,21,19,5,6,8,18,28,-10
3,19,19,5,4,10,15,25,-10
3,19,19,4,7,8,20,31,-11
2,17,19,3,8,8,15,27,-12
3,11,19,1,8,10,14,26,-12
3,52,19,17,1,1,41,10,31
0,42,19,13,3,3,39,16,23
1,40,19,12,4,3,35,19,16
0,40,19,13,1,5,43,22,21
1,35,19,10,5,4,23,19,4
0,30,19,8,6,5,29,20,9
0,30,19,8,6,5,24,22,2
2,28,19,8,4,7,30,25,5
3,28,19,7,7,5,26,24,2
2,24,19,7,3,9,21,27,-6
0,23,19,5,8,6,25,27,-2
2,21,19,5,6,8,25,32,-7
1,20,19,4,8,7,20,25,-5
2,19,19,5,4,10,18,28,-10
1,18,19,5,3,11,21,34,-13
3,17,19,3,8,8,17,26,-9
1,15,19,3,6,10,20,33,-13
2,15,19,3,6,10,18,32,-14
3,12,19,2,6,11,12,27,-15
3,12,19,3,3,13,15,34,-19
0,51,19,16,3,0,41,16,25
0,42,19,13,3,3,41,16,25
0,38,19,12,2,5,37,23,14
2,29,19,8,5,6,28,34,-6
0,26,19,8,5,6,30,18,12
1,25,19,6,7,6,17,19,-2
1,24,19,6,6,7,32,30,2
1,24,19,6,6,7,28,26,2
0,23,19,8,7,4,25,17,8
1,23,19,6,5,8,19,23,-4
3,22,19,5,7,7,15,23,-8
2,22,19,5,7,7,19,29,-10
2,21,19,4,10,5,16,20,-4
1,19,19,10,4,5,30,17,13
3,19,19,3,10,6,15,21,-6
3,17,19,4,5,10,20,28,-8
3,16,19,3,7,9,20,33,-13
2,12,19,6,5,8,24,28,-4
2,12,19,2,6,11,16,35,-19
3,9,19,1,6,12,13,30,-17
0,49,19,15,4,0,43,13,30
0,42,19,12,6,1,37,19,18
0,37,19,10,7,2,36,16,20
0,34,19,9,7,3,30,18,12
1,32,19,9,5,5,23,22,1
0,28,19,7,7,5,30,17,13
1,25,19,7,4,8,25,24,1
1,25,19,6,7,6,20,25,-5
2,25,19,6,7,6,27,33,-6
1,25,19,6,7,6,27,26,1
1,24,19,6,6,7,29,29,0
3,22,19,5,7,7,18,22,-4
3,22,19,5,7,7,23,29,-6
2,19,19,4,7,8,22,29,-7
3,18,19,4,6,9,22,29,-7
2,17,19,2,11,6,17,24,-7
3,17,19,3,8,8,15,27,-12
2,17,19,3,8,8,22,30,-8
3,16,19,3,7,9,15,26,-11
2,10,19,2,4,13,13,36,-23
0,43,19,13,4,2,33,15,18
0,40,19,12,4,3,32,14,18
0,37,19,11,4,4,31,20,11
0,35,19,10,5,4,29,17,12
2,33,19,10,3,6,27,18,9
0,32,19,10,2,7,26,17,9
1,31,19,9,4,6,30,25,5
1,30,19,9,3,7,26,25,1
1,29,19,9,2,8,26,23,3
2,27,19,8,3,8,26,23,3
2,25,19,7,4,8,19,23,-4
1,25,19,7,4,8,22,22,0
1,23,19,6,5,8,26,29,-3
2,22,19,6,4,9,14,19,-5
2,20,19,5,5,9,16,23,-7
3,19,19,4,7,8,22,29,-7
3,17,19,3,8,8,16,27,-11
3,15,19,4,3,12,18,33,-15
3,13,19,3,4,12,12,29,-17
3,13,19,3,4,12,17,37,-20
0,45,19,14,3,2,41,17,24
0,40,19,12,4,3,33,20,13
1,33,19,9,6,4,29,24,5
1,33,19,10,3,6,32,25,7
0,32,19,9,5,5,30,24,6
2,30,19,9,3,7,26,19,7
0,30,19,8,6,5,24,21,3
1,28,19,8,4,7,24,26,-2
1,28,19,8,4,7,33,33,0
1,28,19,7,7,5,23,18,5
3,27,19,8,3,8,29,25,4
0,26,19,7,5,7,22,27,-5
2,24,19,7,3,9,20,21,-1
2,22,19,6,4,9,22,25,-3
3,21,19,6,3,10,13,24,-11
2,20,19,4,8,7,15,18,-3
3,17,19,4,5,10,19,28,-9
2,15,19,3,6,10,17,28,-11
3,14,19,3,5,11,17,30,-13
3,12,19,3,3,13,21,37,-16
0,40,19,12,4,3,34,17,17
0,36,19,11,3,5,30,20,10
0,35,19,10,5,4,30,19,11
0,34,19,10,4,5,25,18,7
1,32,19,9,5,5,27,24,3
1,31,19,9,4,6,32,22,10
1,31,19,8,7,4,33,24,9
0,27,19,8,3,8,27,25,2
1,26,19,7,5,7,14,15,-1
3,26,19,6,8,5,20,18,2
1,23,19,6,5,8,21,22,-1
2,23,19,6,5,8,21,18,3
3,22,19,6,7,6,19,24,-5
2,22,19,5,7,7,19,23,-4
2,22,19,5,7,7,19,21,-2
2,21,19,5,6,8,17,24,-7
2,19,19,5,4,10,15,24,-9
3,18,19,5,3,11,18,36,-18
3,15,19,4,3,12,15,26,-11
3,14,19,3,5,11,12,28,-16
0,41,19,11,8,0,31,12,19
0,40,19,12,4,3,40,17,23
0,38,19,11,5,3,28,14,14
1,35,19,11,2,6,30,20,10
0,33,19,9,6,4,27,19,8
1,31,19,9,4,6,29,21,8
0,29,19,7,8,4,34,21,13
1,24,19,6,6,7,16,22,-6
3,24,19,7,3,9,24,27,-3
3,24,19,7,3,9,25,34,-9
2,23,19,5,8,6,16,18,-2
1,23,19,6,5,8,24,32,-8
2,23,19,5,8,6,22,28,-6
2,22,19,5,7,7,18,16,2
1,20,19,5,5,9,17,25,-8
2,20,19,6,8,5,23,25,-2
2,19,19,4,7,8,20,20,0
3,15,19,4,3,12,13,30,-17
3,13,19,3,4,12,20,36,-16
3,12,19,2,6,11,18,38,-20
0,44,19,14,2,3,40,13,27
0,39,19,12,3,4,37,18,19
1,39,19,12,3,4,28,19,9
1,35,19,11,2,6,30,22,8
0,35,19,10,5,4,36,21,15
1,32,19,10,2,7,43,33,10
0,30,19,9,3,7,36,27,9
1,29,19,8,5,6,27,25,2
0,27,19,6,9,4,29,26,3
1,26,19,7,5,7,26,27,-1
2,24,19,7,3,9,21,29,-8
2,22,19,7,3,9,18,28,-10
3,20,19,4,9,6,20,22,-2
2,20,19,6,3,10,22,28,-6
3,20,19,6,2,11,17,35,-18
2,18,19,5,3,11,21,26,-5
3,17,19,4,5,10,20,30,-10
2,16,19,4,4,11,17,35,-18
3,15,19,3,6,10,16,29,-13
3,11,19,4,5,10,17,28,-11
0,52,19,17,1,1,46,12,34
0,44,19,13,5,1,39,10,29
0,42,19,13,3,3,41,20,21
0,37,19,11,4,4,34,20,14
0,32,19,8,8,3,38,23,15
1,32,19,10,2,7,34,30,4
1,26,19,6,8,5,29,26,3
1,26,19,6,8,5,31,27,4
1,24,19,6,6,7,23,26,-3
2,23,19,6,5,8,19,24,-5
1,22,19,5,7,7,31,30,1
2,21,19,4,9,6,19,28,-9
2,21,19,5,6,8,22,27,-5
2,21,19,6,3,10,20,29,-9
2,20,19,6,2,11,18,28,-10
3,17,19,4,5,10,14,24,-10
3,17,19,4,5,10,21,41,-20
3,16,19,3,7,9,17,33,-16
3,13,19,3,4,12,16,33,-17
3,13,19,3,4,12,13,34,-21
0,46,19,14,4,1,42,9,33
0,41,19,12,5,2,32,14,18
0,33,19,9,6,4,34,24,10
1,33,19,8,9,2,25,17,8
0,31,19,9,4,6,33,22,11
0,30,19,8,6,5,27,18,9
1,28,19,7,7,5,27,23,4
2,26,19,6,8,5,31,31,0
1,26,19,6,8,5,29,25,4
1,26,19,6,8,5,27,22,5
2,25,19,5,10,4,23,26,-3
3,24,19,6,6,7,23,26,-3
1,22,19,5,7,7,16,21,-5
2,21,19,5,6,8,21,32,-11
3,20,19,4,8,7,15,24,-9
2,19,19,3,10,6,17,23,-6
2,18,19,4,6,9,14,22,-8
3,16,19,3,7,9,25,37,-12
3,9,19,1,6,12,17,39,-22
3,9,19,3,1,15,18,41,-23
0,41,19,12,5,2,38,15,23
0,39,19,12,3,4,33,15,18
0,39,19,12,3,4,24,12,12
0,38,19,12,2,5,37,19,18
0,34,19,9,7,3,36,22,14
1,32,19,8,8,3,24,18,6
1,30,19,9,3,7,24,23,1
1,29,19,8,5,6,25,23,2
1,27,19,8,3,8,23,27,-4
1,26,19,7,5,7,25,21,4
3,24,19,7,3,9,18,27,-9
2,24,19,7,3,9,20,23,-3
2,23,19,6,5,8,23,24,-1
2,23,19,6,5,8,28,30,-2
2,22,19,7,1,11,20,25,-5
3,21,19,6,3,10,19,29,-10
2,19,19,5,4,10,19,26,-7
3,15,19,4,3,12,20,41,-21
3,14,19,3,5,11,17,34,-17
3,8,19,0,8,11,12,31,-19
0,48,19,16,0,3,41,14,27
0,41,19,13,2,4,40,18,22
1,39,19,12,3,4,29,20,9
0,38,19,11,5,3,42,22,20
0,37,19,11,4,4,33,21,12
0,35,19,11,2,6,31,22,9
1,33,19,10,3,6,30,22,8
1,30,19,8,6,5,30,25,5
1,29,19,8,5,6,36,27,9
2,25,19,7,4,8,20,24,-4
2,25,19,7,4,8,25,26,-1
3,23,19,6,5,8,21,23,-2
1,23,19,6,5,8,22,26,-4
2,23,19,7,2,10,27,43,-16
2,20,19,5,5,9,17,26,-9
2,18,19,5,3,11,24,33,-9
3,17,19,4,5,10,11,26,-15
3,10,19,2,4,13,16,36,-20
3,9,19,2,3,14,14,35,-21
3,9,19,1,6,12,15,35,-20
0,43,19,13,4,2,36,14,22
0,42,19,13,3,3,37,19,18
0,37,19,11,4,4,32,15,17
1,31,19,9,4,6,26,22,4
1,30,19,8,6,5,25,22,3
2,29,19,7,8,4,20,15,5
0,27,19,7,6,6,26,25,1
1,26,19,8,2,9,24,25,-1
0,26,19,7,5,7,23,24,-1
3,26,19,7,5,7,24,26,-2
3,25,19,6,7,6,23,26,-3
1,25,19,6,7,6,27,22,5
2,23,19,7,2,10,23,34,-11
1,22,19,5,7,7,24,22,2
2,21,19,5,6,8,19,29,-10
2,20,19,6,2,11,21,25,-4
3,20,19,4,8,7,26,32,-6
2,20,19,5,5,9,18,24,-6
3,14,19,4,2,13,15,33,-18
3,12,19,1,9,9,15,30,-15
0,45,19,14,3,2,36,14,22
0,38,19,12,2,5,32,14,18
1,36,19,10,6,3,29,13,16
0,34,19,10,4,5,23,14,9
1,32,19,9,5,5,21,19,2
0,30,19,8,6,5,24,21,3
0,28,19,7,7,5,28,16,12
2,28,19,8,4,7,27,29,-2
1,26,19,7,5,7,26,22,4
2,26,19,7,5,7,19,18,1
2,25,19,7,4,8,26,29,-3
1,24,19,5,9,5,25,28,-3
2,22,19,6,4,9,22,24,-2
3,21,19,6,3,10,21,30,-9
2,20,19,5,5,9,17,22,-5
3,20,19,4,8,7,17,23,-6
3,20,19,5,5,9,17,26,-9
1,18,19,5,3,11,14,29,-15
3,14,19,3,5,11,17,32,-15
3,14,19,3,5,11,12,30,-18
0,46,19,14,4,1,47,16,31
0,39,19,12,3,4,26,19,7
0,36,19,10,6,3,28,17,11
0,33,19,10,3,6,33,21,12
1,32,19,9,5,5,26,19,7
1,31,19,8,7,4,25,17,8
1,30,19,9,3,7,20,22,-2
0,29,19,8,5,6,22,18,4
2,27,19,6,9,4,25,23,2
1,25,19,7,4,8,24,25,-1
3,23,19,5,8,6,16,21,-5
2,21,19,5,6,8,17,23,-6
3,21,19,6,3,10,26,36,-10
1,20,19,4,8,7,18,20,-2
3,20,19,5,5,9,14,21,-7
2,19,19,4,7,8,15,25,-10
3,17,19,4,5,10,23,28,-5
2,17,19,4,5,10,18,32,-14
3,15,19,3,6,10,16,29,-13
2,15,19,3,6,10,20,27,-7
0,39,19,11,6,2,40,17,23
0,38,19,12,2,5,37,19,18
0,38,19,12,2,5,28,16,12
0,36,19,11,3,5,28,15,13
1,35,19,10,5,4,25,13,12
1,31,19,9,4,6,30,20,10
1,30,19,9,3,7,28,25,3
1,29,19,8,5,6,16,13,3
2,26,19,6,8,5,18,18,0
0,26,19,7,5,7,18,24,-6
2,26,19,8,2,9,27,24,3
1,25,19,6,7,6,18,23,-5
2,22,19,5,7,7,14,24,-10
3,21,19,5,6,8,21,26,-5
2,20,19,5,5,9,16,27,-11
3,19,19,4,7,8,21,28,-7
2,19,19,4,7,8,16,26,-10
3,18,19,4,6,9,19,26,-7
3,13,19,2,7,10,12,25,-13
3,9,19,2,3,14,16,39,-23
0,47,19,15,2,2,41,14,27
0,40,19,12,4,3,38,13,25
0,37,19,11,4,4,35,19,16
2,36,19,10,6,3,29,20,9
0,35,19,11,2,6,34,30,4
1,32,19,9,5,5,20,19,1
1,27,19,8,3,8,22,29,-7
0,26,19,8,2,9,35,25,10
2,24,19,6,6,7,27,28,-1
1,23,19,6,5,8,16,21,-5
3,22,19,5,7,7,16,24,-8
1,22,19,5,7,7,28,31,-3
2,22,19,5,7,7,18,19,-1
3,22,19,5,7,7,29,32,-3
2,21,19,5,6,8,20,28,-8
3,21,19,5,6,8,15,24,-9
2,21,19,6,3,10,21,27,-6
3,20,19,5,5,9,20,25,-5
1,17,19,4,5,10,19,31,-12
3,8,19,2,2,15,11,35,-24
0,50,19,16,2,1,59,13,46
0,38,19,11,5,3,28,16,12
0,38,19,12,2,5,41,27,14
1,34,19,10,4,5,38,27,11
0,33,19,9,6,4,32,25,7
0,31,19,9,4,6,42,30,12
1,31,19,9,4,6,31,27,4
1,30,19,9,3,7,23,27,-4
2,26,19,7,5,7,27,29,-2
2,25,19,6,7,6,21,23,-2
2,24,19,8,0,11,26,39,-13
2,23,19,7,2,10,27,30,-3
2,21,19,5,6,8,20,28,-8
3,21,19,5,6,8,24,30,-6
3,21,19,6,3,10,25,26,-1
3,20,19,5,5,9,17,28,-11
3,20,19,6,2,11,24,37,-13
1,15,19,3,6,10,17,32,-15
1,14,19,3,5,11,18,37,-19
3,13,19,2,7,10,20,29,-9
0,49,19,15,4,0,49,10,39
0,44,19,14,2,3,44,14,30
0,39,19,11,6,2,35,18,17
0,34,19,10,4,5,33,21,12
1,34,19,10,4,5,23,19,4
0,33,19,10,3,6,29,21,8
1,30,19,10,0,9,27,24,3
1,30,19,9,3,7,24,24,0
1,26,19,7,5,7,31,27,4
2,24,19,6,6,7,20,21,-1
2,23,19,6,5,8,18,21,-3
3,23,19,6,5,8,23,27,-4
1,23,19,6,5,8,30,31,-1
2,20,19,5,5,9,13,26,-13
2,18,19,4,6,9,18,29,-11
3,17,19,4,5,10,16,36,-20
3,17,19,3,8,8,23,35,-12
3,17,19,3,8,8,21,26,-5
2,14,19,3,5,11,20,41,-21
3,8,19,1,5,13,8,34,-26
0,52,19,17,1,1,61,11,50
0,48,19,15,3,1,47,17,30
0,39,19,12,3,4,38,20,18
0,37,19,11,4,4,29,20,9
1,34,19,11,1,7,25,25,0
1,30,19,9,3,7,31,23,8
1,29,19,9,2,8,29,31,-2
3,27,19,8,3,8,28,29,-1
3,27,19,8,3,8,23,24,-1
0,26,19,8,2,9,26,31,-5
2,25,19,8,1,10,29,31,-2
3,22,19,6,4,9,22,28,-6
3,21,19,5,6,8,15,26,-11
2,20,19,5,5,9,15,26,-11
1,18,19,4,6,9,17,25,-8
2,17,19,5,2,12,24,41,-17
1,16,19,3,7,9,17,27,-10
2,16,19,3,7,9,17,32,-15
2,15,19,4,3,12,19,30,-11
3,14,19,2,8,9,17,32,-15
0,49,19,16,1,2,67,18,49
0,44,19,13,5,1,59,12,47
0,35,19,10,5,4,29,20,9
1,31,19,9,4,6,25,22,3
2,28,19,8,4,7,21,21,0
1,27,19,6,9,4,22,31,-9
1,26,19,6,8,5,27,23,4
1,26,19,6,8,5,20,20,0
0,26,19,7,5,7,30,27,3
0,25,19,7,4,8,22,28,-6
2,24,19,6,6,7,20,25,-5
2,23,19,7,2,10,22,27,-5
1,22,19,5,7,7,17,24,-7
2,22,19,6,4,9,21,28,-7
2,21,19,5,6,8,17,27,-10
3,20,19,4,8,7,15,23,-8
3,19,19,5,4,10,12,26,-14
3,19,19,4,7,8,18,28,-10
3,18,19,5,3,11,18,33,-15
3,12,19,2,6,11,14,33,-19
0,55,19,18,1,0,64,20,44
0,44,19,14,2,3,40,18,22
0,37,19,11,4,4,45,20,25
1,34,19,11,1,7,30,29,1
1,31,19,10,1,8,27,34,-7
1,31,19,9,4,6,29,16,13
2,30,19,9,3,7,24,27,-3
0,30,19,9,3,7,27,27,0
0,26,19,7,5,7,28,25,3
1,25,19,7,4,8,24,30,-6
2,25,19,7,4,8,27,25,2
3,22,19,7,1,11,21,28,-7
1,22,19,6,4,9,23,28,-5
2,21,19,6,3,10,23,39,-16
2,18,19,4,6,9,20,30,-10
3,18,19,5,3,11,19,24,-5
2,17,19,4,5,10,16,29,-13
3,17,19,4,5,10,18,33,-15
3,16,19,3,7,9,23,40,-17
3,15,19,3,6,10,14,20,-6
0,50,19,16,2,1,53,12,41
0,50,19,16,2,1,47,11,36
0,47,19,15,2,2,53,21,32
0,36,19,11,3,5,32,24,8
1,34,19,10,4,5,37,21,16
1,32,19,9,5,5,36,28,8
0,30,19,8,6,5,36,30,6
1,23,19,7,2,10,26,31,-5
2,23,19,7,2,10,20,31,-11
2,23,19,7,2,10,19,25,-6
1,23,19,6,5,8,18,27,-9
2,22,19,6,4,9,22,25,-3
3,21,19,6,3,10,17,29,-12
2,20,19,5,5,9,19,24,-5
1,19,19,5,4,10,23,31,-8
3,19,19,5,4,10,21,38,-17
3,18,19,4,6,9,17,28,-11
3,16,19,3,7,9,21,33,-12
2,16,19,5,1,13,19,45,-26
3,11,19,2,5,12,16,38,-22
0,48,19,16,0,3,64,16,48
0,44,19,14,2,3,48,9,39
0,41,19,13,2,4,37,18,19
0,39,19,12,3,4,31,19,12
0,38,19,11,5,3,35,17,18
1,35,19,10,5,4,32,17,15
1,31,19,9,4,6,22,20,2
3,27,19,7,6,6,24,25,-1
1,23,19,6,5,8,22,29,-7
2,23,19,7,2,10,20,33,-13
1,21,19,5,6,8,18,21,-3
2,19,19,4,7,8,19,24,-5
1,19,19,5,4,10,15,25,-10
3,18,19,3,9,7,15,28,-13
2,17,19,4,5,10,14,27,-13
3,17,19,4,5,10,14,31,-17
2,17,19,4,5,10,18,35,-17
2,16,19,3,7,9,13,34,-21
3,16,19,4,4,11,17,30,-13
3,14,19,2,8,9,11,31,-20
0,45,19,14,3,2,47,16,31
0,44,19,14,2,3,27,8,19
0,40,19,12,4,3,52,18,34
0,39,19,12,3,4,26,16,10
1,31,19,9,4,6,28,27,1
2,30,19,8,6,5,27,20,7
1,29,19,8,5,6,26,21,5
0,28,19,8,4,7,27,22,5
2,27,19,6,9,4,26,23,3
1,24,19,6,6,7,14,15,-1
2,23,19,5,8,6,23,19,4
3,23,19,6,5,8,21,27,-6
2,21,19,6,3,10,17,30,-13
1,20,19,5,5,9,13,28,-15
1,20,19,5,5,9,22,27,-5
2,18,19,4,6,9,19,27,-8
3,17,19,4,5,10,20,36,-16
